Collection,Record,/characterSet/@codeList,/characterSet/@codeListValue,/contact,/contact/contactInfo,/contact/contactInfo/address/administrativeArea,/contact/contactInfo/address/city,/contact/contactInfo/address/deliveryPoint,/contact/contactInfo/address/electronicMailAddress,/contact/contactInfo/address/postalCode,/contact/contactInfo/onlineResource,/contact/contactInfo/onlineResource/linkage/URL,/contact/contactInfo/onlineResource/name,/contact/organisationName,/contact/positionName,/contact/role,/contact/role/@codeList,/contact/role/@codeListValue,/dateStamp/DateTime,/fileIdentifier,/hierarchyLevel,/hierarchyLevel/@codeList,/hierarchyLevel/@codeListValue,/identificationInfo/abstract,/identificationInfo/citation,/identificationInfo/citation/citedResponsibleParty,/identificationInfo/citation/citedResponsibleParty/individualName,/identificationInfo/citation/citedResponsibleParty/organisationName,/identificationInfo/citation/citedResponsibleParty/role,/identificationInfo/citation/citedResponsibleParty/role/@codeList,/identificationInfo/citation/citedResponsibleParty/role/@codeListValue,/identificationInfo/citation/date/date/DateTime,/identificationInfo/citation/date/dateType,/identificationInfo/citation/date/dateType/@codeList,/identificationInfo/citation/date/dateType/@codeListValue,/identificationInfo/citation/identifier/code,/identificationInfo/citation/title,/identificationInfo/descriptiveKeywords/keyword,/identificationInfo/descriptiveKeywords/thesaurusName,/identificationInfo/descriptiveKeywords/thesaurusName/date/date/DateTime,/identificationInfo/descriptiveKeywords/thesaurusName/date/dateType,/identificationInfo/descriptiveKeywords/thesaurusName/date/dateType/@codeList,/identificationInfo/descriptiveKeywords/thesaurusName/date/dateType/@codeListValue,/identificationInfo/descriptiveKeywords/thesaurusName/title,/identificationInfo/descriptiveKeywords/type,/identificationInfo/descriptiveKeywords/type/@codeList,/identificationInfo/descriptiveKeywords/type/@codeListValue,/identificationInfo/language,/identificationInfo/language/LanguageCode,/identificationInfo/language/LanguageCode/@codeList,/identificationInfo/language/LanguageCode/@codeListValue,/identificationInfo/pointOfContact,/identificationInfo/pointOfContact/contactInfo,/identificationInfo/pointOfContact/contactInfo/address/administrativeArea,/identificationInfo/pointOfContact/contactInfo/address/city,/identificationInfo/pointOfContact/contactInfo/address/deliveryPoint,/identificationInfo/pointOfContact/contactInfo/address/electronicMailAddress,/identificationInfo/pointOfContact/contactInfo/address/postalCode,/identificationInfo/pointOfContact/contactInfo/onlineResource,/identificationInfo/pointOfContact/contactInfo/onlineResource/linkage/URL,/identificationInfo/pointOfContact/contactInfo/onlineResource/name,/identificationInfo/pointOfContact/organisationName,/identificationInfo/pointOfContact/positionName,/identificationInfo/pointOfContact/role,/identificationInfo/pointOfContact/role/@codeList,/identificationInfo/pointOfContact/role/@codeListValue,/identificationInfo/resourceConstraints,/identificationInfo/resourceConstraints/otherConstraints,/identificationInfo/resourceConstraints/useLimitation,/identificationInfo/topicCategory,/language,/language/LanguageCode,/language/LanguageCode/@codeList,/language/LanguageCode/@codeListValue,/metadataStandardName,/metadataStandardVersion
OpenSky_ISO,articles_10211-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,19,54,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10212-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,27,78,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10213-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10214-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,11,30,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10215-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,15,42,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10216-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,27,78,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10217-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,11,30,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10218-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10219-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10220-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10221-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10222-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,21,60,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10223-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,13,36,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10224-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10225-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10226-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,37,108,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10227-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,13,36,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10228-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10229-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10230-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10231-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,3,6,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10232-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10233-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,29,84,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10234-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10235-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,47,138,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10236-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,11,30,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10237-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,21,60,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10238-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,59,174,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10239-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,53,156,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10240-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,11,30,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10241-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10242-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10243-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,3,6,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10244-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10245-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,3,6,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10246-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10247-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,11,30,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10248-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10249-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10250-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,3,6,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10251-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10252-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,11,30,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10253-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10254-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10255-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,3,6,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10256-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,11,30,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10257-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,3,6,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10258-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10259-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10260-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10261-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_10265-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
