Collection,Record,/characterSet/@codeList,/characterSet/@codeListValue,/contact,/contact/contactInfo,/contact/contactInfo/address/administrativeArea,/contact/contactInfo/address/city,/contact/contactInfo/address/deliveryPoint,/contact/contactInfo/address/electronicMailAddress,/contact/contactInfo/address/postalCode,/contact/contactInfo/onlineResource,/contact/contactInfo/onlineResource/linkage/URL,/contact/contactInfo/onlineResource/name,/contact/organisationName,/contact/positionName,/contact/role,/contact/role/@codeList,/contact/role/@codeListValue,/dateStamp/DateTime,/fileIdentifier,/hierarchyLevel,/hierarchyLevel/@codeList,/hierarchyLevel/@codeListValue,/identificationInfo/abstract,/identificationInfo/citation,/identificationInfo/citation/citedResponsibleParty,/identificationInfo/citation/citedResponsibleParty/individualName,/identificationInfo/citation/citedResponsibleParty/organisationName,/identificationInfo/citation/citedResponsibleParty/role,/identificationInfo/citation/citedResponsibleParty/role/@codeList,/identificationInfo/citation/citedResponsibleParty/role/@codeListValue,/identificationInfo/citation/date/date/DateTime,/identificationInfo/citation/date/dateType,/identificationInfo/citation/date/dateType/@codeList,/identificationInfo/citation/date/dateType/@codeListValue,/identificationInfo/citation/identifier/code,/identificationInfo/citation/title,/identificationInfo/descriptiveKeywords/keyword,/identificationInfo/descriptiveKeywords/thesaurusName,/identificationInfo/descriptiveKeywords/thesaurusName/date/date/DateTime,/identificationInfo/descriptiveKeywords/thesaurusName/date/dateType,/identificationInfo/descriptiveKeywords/thesaurusName/date/dateType/@codeList,/identificationInfo/descriptiveKeywords/thesaurusName/date/dateType/@codeListValue,/identificationInfo/descriptiveKeywords/thesaurusName/title,/identificationInfo/descriptiveKeywords/type,/identificationInfo/descriptiveKeywords/type/@codeList,/identificationInfo/descriptiveKeywords/type/@codeListValue,/identificationInfo/language,/identificationInfo/language/LanguageCode,/identificationInfo/language/LanguageCode/@codeList,/identificationInfo/language/LanguageCode/@codeListValue,/identificationInfo/pointOfContact,/identificationInfo/pointOfContact/contactInfo,/identificationInfo/pointOfContact/contactInfo/address/administrativeArea,/identificationInfo/pointOfContact/contactInfo/address/city,/identificationInfo/pointOfContact/contactInfo/address/deliveryPoint,/identificationInfo/pointOfContact/contactInfo/address/electronicMailAddress,/identificationInfo/pointOfContact/contactInfo/address/postalCode,/identificationInfo/pointOfContact/contactInfo/onlineResource,/identificationInfo/pointOfContact/contactInfo/onlineResource/linkage/URL,/identificationInfo/pointOfContact/contactInfo/onlineResource/name,/identificationInfo/pointOfContact/organisationName,/identificationInfo/pointOfContact/positionName,/identificationInfo/pointOfContact/role,/identificationInfo/pointOfContact/role/@codeList,/identificationInfo/pointOfContact/role/@codeListValue,/identificationInfo/resourceConstraints,/identificationInfo/resourceConstraints/otherConstraints,/identificationInfo/resourceConstraints/useLimitation,/identificationInfo/topicCategory,/language,/language/LanguageCode,/language/LanguageCode/@codeList,/language/LanguageCode/@codeListValue,/metadataStandardName,/metadataStandardVersion
OpenSky_ISO,articles_13082-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13083-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,25,72,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13084-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13085-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,15,42,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13087-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13088-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13089-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,2,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13091-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,51,150,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13092-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13095-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,13,36,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13096-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,11,30,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13097-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13098-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,25,72,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13100-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13101-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13102-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,11,30,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13103-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13104-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13105-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,13,36,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13112-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,71,210,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13114-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13118-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,15,42,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13119-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,13,36,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13121-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,11,30,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13123-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,33,96,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13124-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,17,48,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13126-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13127-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13128-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13129-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,15,42,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13130-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,11,30,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13131-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,55,162,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13132-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13135-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,45,132,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13136-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,13,36,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13137-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13138-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,19,54,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13140-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,27,78,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13141-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,21,60,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13143-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,11,30,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13145-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13146-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13150-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,19,54,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13151-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13152-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,19,54,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13153-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,11,30,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13155-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,51,150,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13157-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13159-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,3,6,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13160-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,13,36,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13161-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13162-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,11,30,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13165-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13166-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13167-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,17,48,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13168-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,27,78,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13171-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13172-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,19,54,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13174-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13175-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,25,72,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13176-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13177-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,5,12,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13178-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,11,30,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13181-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13182-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,7,18,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13183-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,31,90,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13184-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13185-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,9,24,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13186-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,11,30,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
OpenSky_ISO,articles_13189-ISO19115-3.xml,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,1,1,1,2,1,11,30,4,5,1,2,2,1,1,1,3,4,3,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,3,1,1,1,1,1,1,2,2
