,Collection,Record,/fileIdentifier,/language/LanguageCode,/language/LanguageCode/@codeList,/language/LanguageCode/@codeListValue,/characterSet/@nilReason,/parentIdentifier/@nilReason,/hierarchyLevel,/hierarchyLevel/@codeList,/hierarchyLevel/@codeListValue,/hierarchyLevelName/@nilReason,/contact/individualName,/contact/organisationName,/contact/positionName,/contact/contactInfo/phone/voice,/contact/contactInfo/address/electronicMailAddress,/contact/role,/contact/role/@codeList,/contact/role/@codeListValue,/dateStamp/DateTime,/metadataStandardName,/metadataStandardVersion,/dataSetURI,/identificationInfo/citation/title,/identificationInfo/citation/date/date/Date,/identificationInfo/citation/date/dateType,/identificationInfo/citation/date/dateType/@codeList,/identificationInfo/citation/date/dateType/@codeListValue,/identificationInfo/citation/citedResponsibleParty/individualName,/identificationInfo/citation/citedResponsibleParty/organisationName,/identificationInfo/citation/citedResponsibleParty/positionName,/identificationInfo/citation/citedResponsibleParty/contactInfo/phone/voice,/identificationInfo/citation/citedResponsibleParty/contactInfo/address/electronicMailAddress,/identificationInfo/citation/citedResponsibleParty/role,/identificationInfo/citation/citedResponsibleParty/role/@codeList,/identificationInfo/citation/citedResponsibleParty/role/@codeListValue,/identificationInfo/citation/citedResponsibleParty/individualName,/identificationInfo/citation/citedResponsibleParty/organisationName,/identificationInfo/citation/citedResponsibleParty/positionName,/identificationInfo/citation/citedResponsibleParty/contactInfo/phone/voice,/identificationInfo/citation/citedResponsibleParty/contactInfo/address/electronicMailAddress,/identificationInfo/citation/citedResponsibleParty/role,/identificationInfo/citation/citedResponsibleParty/role/@codeList,/identificationInfo/citation/citedResponsibleParty/role/@codeListValue,/identificationInfo/citation/citedResponsibleParty/individualName/@nilReason,/identificationInfo/citation/citedResponsibleParty/organisationName,/identificationInfo/citation/citedResponsibleParty/positionName/@nilReason,/identificationInfo/citation/citedResponsibleParty/contactInfo/address/deliveryPoint,/identificationInfo/citation/citedResponsibleParty/contactInfo/address/city,/identificationInfo/citation/citedResponsibleParty/contactInfo/address/administrativeArea,/identificationInfo/citation/citedResponsibleParty/contactInfo/address/postalCode,/identificationInfo/citation/citedResponsibleParty/contactInfo/address/country,/identificationInfo/citation/citedResponsibleParty/contactInfo/address/electronicMailAddress,/identificationInfo/citation/citedResponsibleParty/contactInfo/onlineResource/linkage/URL,/identificationInfo/citation/citedResponsibleParty/role,/identificationInfo/citation/citedResponsibleParty/role/@codeList,/identificationInfo/citation/citedResponsibleParty/role/@codeListValue,/identificationInfo/abstract,/identificationInfo/pointOfContact/individualName,/identificationInfo/pointOfContact/organisationName,/identificationInfo/pointOfContact/positionName,/identificationInfo/pointOfContact/contactInfo/phone/voice,/identificationInfo/pointOfContact/contactInfo/address/electronicMailAddress,/identificationInfo/pointOfContact/role,/identificationInfo/pointOfContact/role/@codeList,/identificationInfo/pointOfContact/role/@codeListValue,/identificationInfo/descriptiveKeywords/keyword,/identificationInfo/descriptiveKeywords/type,/identificationInfo/descriptiveKeywords/type/@codeList,/identificationInfo/descriptiveKeywords/type/@codeListValue,/identificationInfo/descriptiveKeywords/thesaurusName/title,/identificationInfo/descriptiveKeywords/thesaurusName/date/date/Date,/identificationInfo/descriptiveKeywords/thesaurusName/date/dateType,/identificationInfo/descriptiveKeywords/thesaurusName/date/dateType/@codeList,/identificationInfo/descriptiveKeywords/thesaurusName/date/dateType/@codeListValue,/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/individualName/@nilReason,/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/organisationName,/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/positionName/@nilReason,/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/contactInfo/address/electronicMailAddress,/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/contactInfo/onlineResource/linkage/URL,/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/role,/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/role/@codeList,/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/role/@codeListValue,/identificationInfo/resourceConstraints/useLimitation,/identificationInfo/resourceConstraints/otherConstraints,/identificationInfo/language/LanguageCode,/identificationInfo/language/LanguageCode/@codeList,/identificationInfo/language/LanguageCode/@codeListValue,/identificationInfo/characterSet/@nilReason,/identificationInfo/topicCategory,/identificationInfo/extent/description/@nilReason,/identificationInfo/extent/geographicElement/extentTypeCode/Boolean,/identificationInfo/extent/geographicElement/westBoundLongitude/Decimal,/identificationInfo/extent/geographicElement/eastBoundLongitude/Decimal,/identificationInfo/extent/geographicElement/southBoundLatitude/Decimal,/identificationInfo/extent/geographicElement/northBoundLatitude/Decimal,/identificationInfo/extent/temporalElement/@nilReason,/identificationInfo/extent/verticalElement/@nilReason
1739,EOL_ISO,353.208.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,5.0,8.0,2.0,2.0,2.0,8.0,1.0,3.0,5.0,8.0,2.0,2.0,2.0,8.0,1.0,3.0,0.0,8.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,8.0,1.0,3.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1740,EOL_ISO,353.211.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,5.0,9.0,2.0,2.0,2.0,7.0,1.0,3.0,5.0,9.0,2.0,2.0,2.0,7.0,1.0,3.0,0.0,9.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.0,3.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1741,EOL_ISO,353.212.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,5.0,9.0,2.0,2.0,2.0,7.0,1.0,3.0,5.0,9.0,2.0,2.0,2.0,7.0,1.0,3.0,0.0,9.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.0,3.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1742,EOL_ISO,353.213.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,5.0,9.0,2.0,2.0,2.0,7.0,1.0,3.0,5.0,9.0,2.0,2.0,2.0,7.0,1.0,3.0,0.0,9.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.0,3.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1743,EOL_ISO,353.214.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,5.0,9.0,2.0,2.0,2.0,7.0,1.0,3.0,5.0,9.0,2.0,2.0,2.0,7.0,1.0,3.0,0.0,9.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.0,3.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1744,EOL_ISO,353.219.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,5.0,9.0,2.0,2.0,2.0,7.0,1.0,3.0,5.0,9.0,2.0,2.0,2.0,7.0,1.0,3.0,0.0,9.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,7.0,1.0,3.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,14.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1745,EOL_ISO,354.001.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,1.0,2.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1746,EOL_ISO,354.002.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,1.0,2.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1747,EOL_ISO,354.003.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,1.0,2.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1748,EOL_ISO,355.001.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,3.0,5.0,1.0,2.0,0.0,5.0,2.0,0.0,3.0,5.0,1.0,2.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,62.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1749,EOL_ISO,365.001.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,10.0,8.0,2.0,0.0,0.0,7.0,1.0,3.0,10.0,8.0,2.0,0.0,0.0,7.0,1.0,3.0,0.0,8.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,7.0,1.0,3.0,2.0,10.0,6.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1750,EOL_ISO,365.002.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,10.0,8.0,2.0,0.0,0.0,7.0,1.0,3.0,10.0,8.0,2.0,0.0,0.0,7.0,1.0,3.0,0.0,8.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,7.0,1.0,3.0,2.0,10.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1751,EOL_ISO,365.003.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,5.0,5.0,2.0,0.0,0.0,7.0,1.0,3.0,5.0,5.0,2.0,0.0,0.0,7.0,1.0,3.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,7.0,1.0,3.0,2.0,10.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1752,EOL_ISO,365.004.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,5.0,5.0,2.0,0.0,0.0,7.0,1.0,3.0,5.0,5.0,2.0,0.0,0.0,7.0,1.0,3.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,7.0,1.0,3.0,2.0,10.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1753,EOL_ISO,365.005.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,5.0,5.0,2.0,0.0,0.0,7.0,1.0,3.0,5.0,5.0,2.0,0.0,0.0,7.0,1.0,3.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,7.0,1.0,3.0,2.0,10.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1754,EOL_ISO,365.006.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,5.0,5.0,2.0,0.0,0.0,7.0,1.0,3.0,5.0,5.0,2.0,0.0,0.0,7.0,1.0,3.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,7.0,1.0,3.0,2.0,10.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1755,EOL_ISO,365.007.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,10.0,8.0,2.0,0.0,0.0,7.0,1.0,3.0,10.0,8.0,2.0,0.0,0.0,7.0,1.0,3.0,0.0,8.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,7.0,1.0,3.0,2.0,10.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1756,EOL_ISO,365.008.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,10.0,8.0,2.0,0.0,0.0,7.0,1.0,3.0,10.0,8.0,2.0,0.0,0.0,7.0,1.0,3.0,0.0,8.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,7.0,1.0,3.0,2.0,10.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1757,EOL_ISO,365.009.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,5.0,5.0,2.0,0.0,0.0,7.0,1.0,3.0,5.0,5.0,2.0,0.0,0.0,7.0,1.0,3.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,7.0,1.0,3.0,2.0,10.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1758,EOL_ISO,365.010.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,10.0,8.0,2.0,0.0,0.0,7.0,1.0,3.0,10.0,8.0,2.0,0.0,0.0,7.0,1.0,3.0,0.0,8.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,7.0,1.0,3.0,2.0,10.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1759,EOL_ISO,367.001.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,1.0,2.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1760,EOL_ISO,368.001.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,1.0,2.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1761,EOL_ISO,369.001.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,1.0,2.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1762,EOL_ISO,369.002.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,1.0,2.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1763,EOL_ISO,37.015.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,1.0,2.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,44.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1764,EOL_ISO,37.017.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,1.0,2.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,44.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1765,EOL_ISO,37.019.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,1.0,2.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,12.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1766,EOL_ISO,37.020.xml,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,1.0,2.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,1.0,2.0,12.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
