XPath,ACOM_ISO,CGD_ISO,CISL_ISO,EOL_ISO,HAO_ISO,Library_ISO,MMM_ISO,OpenSky_ISO,RDA_ISO,Unidata_ISO
/identificationInfo/pointOfContact/positionName,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,100.00%
/identificationInfo/pointOfContact/positionName/@nilReason,80.00%,20.00%,100.00%,0,80.00%,100.00%,100.00%,0,0,0
/identificationInfo/pointOfContact/role,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/pointOfContact/role/@codeList,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/pointOfContact/role/@codeListValue,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/resourceConstraints,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/resourceConstraints/otherConstraints,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/resourceConstraints/useLimitation,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/resourceFormat/name,80.00%,0,0,0,20.00%,0,0,0,100.00%,100.00%
/identificationInfo/resourceFormat/version/@nilReason,80.00%,0,0,0,20.00%,0,0,0,100.00%,100.00%
/identificationInfo/resourceMaintenance/maintenanceAndUpdateFrequency,0,0,0,0,0,0,0,0,100.00%,100.00%
/identificationInfo/resourceMaintenance/maintenanceAndUpdateFrequency/@codeList,0,0,0,0,0,0,0,0,100.00%,100.00%
/identificationInfo/resourceMaintenance/maintenanceAndUpdateFrequency/@codeListValue,0,0,0,0,0,0,0,0,100.00%,100.00%
/identificationInfo/resourceMaintenance/updateScope,0,0,0,0,0,0,0,0,100.00%,0
/identificationInfo/resourceMaintenance/updateScope/@codeList,0,0,0,0,0,0,0,0,100.00%,0
/identificationInfo/resourceMaintenance/updateScope/@codeListValue,0,0,0,0,0,0,0,0,100.00%,0
/identificationInfo/spatialRepresentationType,60.00%,20.00%,0,59.18%,60.00%,0,0,0,43.00%,0
/identificationInfo/spatialRepresentationType/@codeList,60.00%,20.00%,0,59.18%,60.00%,0,0,0,43.00%,0
/identificationInfo/spatialRepresentationType/@codeListValue,60.00%,20.00%,0,59.18%,60.00%,0,0,0,43.00%,0
/identificationInfo/spatialRepresentationType/@nilReason,0,0,0,40.82%,0,0,0,0,0,0
/identificationInfo/spatialResolution,60.00%,20.00%,0,0,0,0,0,0,0,0
/identificationInfo/spatialResolution/distance/Distance,60.00%,20.00%,0,0,0,0,0,0,0,0
/identificationInfo/spatialResolution/distance/Distance/@uom,60.00%,20.00%,0,0,0,0,0,0,0,0
/identificationInfo/status,100.00%,60.00%,100.00%,100.00%,40.00%,0,100.00%,0,100.00%,100.00%
/identificationInfo/status/@codeList,100.00%,60.00%,100.00%,100.00%,40.00%,0,100.00%,0,100.00%,100.00%
/identificationInfo/status/@codeListValue,100.00%,60.00%,100.00%,100.00%,40.00%,0,100.00%,0,100.00%,100.00%
/identificationInfo/supplementalInformation,40.00%,0,0,64.76%,80.00%,0,100.00%,0,0,9.09%
/identificationInfo/topicCategory,0,100.00%,0,100.00%,0,100.00%,0,100.00%,100.00%,100.00%
/identificationInfo/topicCategory/@nilReason,100.00%,0,100.00%,0,100.00%,0,100.00%,0,0,0
/language,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/language/LanguageCode,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/language/LanguageCode/@codeList,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/language/LanguageCode/@codeListValue,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/metadataConstraints/otherConstraints,0,0,0,0,0,12.50%,0,0,0,0
/metadataConstraints/otherConstraints/@nilReason,0,0,0,0,0,12.50%,0,0,0,0
/metadataConstraints/useLimitation,0,0,0,0,0,12.50%,0,0,0,100.00%
/metadataExtensionInfo/extensionOnLineResource/description,80.00%,80.00%,0,21.33%,100.00%,0,100.00%,0,0,100.00%
/metadataExtensionInfo/extensionOnLineResource/function,40.00%,80.00%,0,21.33%,60.00%,0,100.00%,0,0,100.00%
/metadataExtensionInfo/extensionOnLineResource/function/@codeList,40.00%,80.00%,0,21.33%,60.00%,0,100.00%,0,0,100.00%
/metadataExtensionInfo/extensionOnLineResource/function/@codeListValue,40.00%,80.00%,0,21.33%,60.00%,0,100.00%,0,0,100.00%
/metadataExtensionInfo/extensionOnLineResource/linkage/URL,80.00%,80.00%,0,21.33%,100.00%,0,100.00%,0,0,100.00%
/metadataExtensionInfo/extensionOnLineResource/name,80.00%,80.00%,0,21.33%,100.00%,0,100.00%,0,0,100.00%
/metadataExtensionInfo/extensionOnLineResource/protocol,0,0,0,21.33%,0,0,0,0,0,0
/metadataMaintenance/maintenanceAndUpdateFrequency,0,100.00%,0,0,0,93.75%,0,0,0,100.00%
/metadataMaintenance/maintenanceAndUpdateFrequency/@codeList,0,100.00%,0,0,0,93.75%,0,0,0,100.00%
/metadataMaintenance/maintenanceAndUpdateFrequency/@codeListValue,0,100.00%,0,0,0,93.75%,0,0,0,100.00%
/metadataStandardName,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,100.00%
/metadataStandardVersion,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,100.00%
/parentIdentifier/@nilReason,100.00%,100.00%,100.00%,0,100.00%,100.00%,100.00%,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/authority/citedResponsibleParty,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/authority/citedResponsibleParty/contactInfo,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/authority/citedResponsibleParty/contactInfo/onlineResource,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/authority/citedResponsibleParty/contactInfo/onlineResource/linkage/URL,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/authority/citedResponsibleParty/individualName,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/authority/citedResponsibleParty/individualName/@nilReason,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/authority/citedResponsibleParty/organisationName,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/authority/citedResponsibleParty/positionName,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/authority/citedResponsibleParty/positionName/@nilReason,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/authority/citedResponsibleParty/role,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/authority/citedResponsibleParty/role/@codeList,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/authority/citedResponsibleParty/role/@codeListValue,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/authority/date/date/Date,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/authority/date/dateType,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/authority/date/dateType/@codeList,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/authority/date/dateType/@codeListValue,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/authority/title,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/code,0,0,0,0,0,0,0,0,0,100.00%
/referenceSystemInfo/referenceSystemIdentifier/version,0,0,0,0,0,0,0,0,0,100.00%
Number of Records,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
