XPath,ACOM_ISO,CGD_ISO,CISL_ISO,EOL_ISO,HAO_ISO,Library_ISO,MMM_ISO,OpenSky_ISO,RDA_ISO,Unidata_ISO
/identificationInfo/citation/@uuid,0,0,0,0,0,100.00%,0,0,0,0
/identificationInfo/citation/ISSN,0,0,0,0,0,25.00%,0,0,0,0
/identificationInfo/citation/alternateTitle,100.00%,20.00%,100.00%,100.00%,0,43.75%,100.00%,0,100.00%,54.55%
/identificationInfo/citation/citedResponsibleParty,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/citation/citedResponsibleParty/contactInfo,20.00%,0,0,100.00%,20.00%,0,0,0,0,100.00%
/identificationInfo/citation/citedResponsibleParty/contactInfo/address,0,0,0,100.00%,20.00%,0,0,0,0,100.00%
/identificationInfo/citation/citedResponsibleParty/contactInfo/address/administrativeArea,0,0,0,100.00%,20.00%,0,0,0,0,100.00%
/identificationInfo/citation/citedResponsibleParty/contactInfo/address/city,0,0,0,100.00%,20.00%,0,0,0,0,100.00%
/identificationInfo/citation/citedResponsibleParty/contactInfo/address/country,0,0,0,97.85%,20.00%,0,0,0,0,100.00%
/identificationInfo/citation/citedResponsibleParty/contactInfo/address/deliveryPoint,0,0,0,100.00%,20.00%,0,0,0,0,100.00%
/identificationInfo/citation/citedResponsibleParty/contactInfo/address/electronicMailAddress,20.00%,0,0,75.98%,20.00%,0,0,0,0,100.00%
/identificationInfo/citation/citedResponsibleParty/contactInfo/address/postalCode,0,0,0,100.00%,20.00%,0,0,0,0,100.00%
/identificationInfo/citation/citedResponsibleParty/contactInfo/onlineResource,20.00%,0,0,100.00%,20.00%,0,0,0,0,100.00%
/identificationInfo/citation/citedResponsibleParty/contactInfo/onlineResource/linkage/URL,20.00%,0,0,100.00%,20.00%,0,0,0,0,100.00%
/identificationInfo/citation/citedResponsibleParty/contactInfo/onlineResource/name,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/citedResponsibleParty/contactInfo/phone/voice,20.00%,0,0,67.93%,0,0,0,0,0,0
/identificationInfo/citation/citedResponsibleParty/individualName,100.00%,100.00%,100.00%,78.45%,100.00%,100.00%,100.00%,100.00%,6.04%,100.00%
/identificationInfo/citation/citedResponsibleParty/individualName/@nilReason,100.00%,100.00%,100.00%,0,40.00%,100.00%,100.00%,0,0,100.00%
/identificationInfo/citation/citedResponsibleParty/organisationName,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/citation/citedResponsibleParty/organisationName/@nilReason,0,20.00%,0,0,40.00%,12.50%,0,0,0,18.18%
/identificationInfo/citation/citedResponsibleParty/positionName,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,100.00%
/identificationInfo/citation/citedResponsibleParty/positionName/@nilReason,100.00%,100.00%,100.00%,0,100.00%,100.00%,100.00%,0,0,100.00%
/identificationInfo/citation/citedResponsibleParty/role,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/citation/citedResponsibleParty/role/@codeList,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/citation/citedResponsibleParty/role/@codeListValue,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/citation/date/@uuid,0,0,0,0,0,43.75%,0,0,0,0
/identificationInfo/citation/date/date,0,0,0,0,0,18.75%,0,0,0,0
/identificationInfo/citation/date/date/Date,100.00%,100.00%,100.00%,0,100.00%,100.00%,100.00%,0,100.00%,100.00%
/identificationInfo/citation/date/date/DateTime,0,0,0,100.00%,0,0,0,100.00%,0,0
/identificationInfo/citation/date/dateType,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/citation/date/dateType/@codeList,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/citation/date/dateType/@codeListValue,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/citation/edition,80.00%,20.00%,0,95.79%,0,0,100.00%,0,0,72.73%
/identificationInfo/citation/editionDate/Date,0,0,0,0,0,0,100.00%,0,0,72.73%
/identificationInfo/citation/editionDate/DateTime,0,0,0,95.79%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/citedResponsibleParty,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/citedResponsibleParty/contactInfo,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/citedResponsibleParty/contactInfo/address/administrativeArea,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/citedResponsibleParty/contactInfo/address/city,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/citedResponsibleParty/contactInfo/address/deliveryPoint,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/citedResponsibleParty/contactInfo/address/electronicMailAddress,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/citedResponsibleParty/contactInfo/address/postalCode,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/citedResponsibleParty/contactInfo/onlineResource,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/citedResponsibleParty/contactInfo/onlineResource/linkage/URL,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/citedResponsibleParty/contactInfo/onlineResource/name,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/citedResponsibleParty/organisationName,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/citedResponsibleParty/positionName,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/citedResponsibleParty/role,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/citedResponsibleParty/role/@codeList,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/citedResponsibleParty/role/@codeListValue,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/date/date/DateTime,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/date/dateType,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/date/dateType/@codeList,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/date/dateType/@codeListValue,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/authority/title,0,0,0,100.00%,0,0,0,0,0,0
/identificationInfo/citation/identifier/code,0,0,0,100.00%,0,100.00%,0,100.00%,0,0
/identificationInfo/citation/identifier/code/Anchor,0,0,0,95.79%,0,0,0,0,0,0
/identificationInfo/citation/identifier/code/Anchor/@actuate,0,0,0,95.79%,0,0,0,0,0,0
/identificationInfo/citation/identifier/code/Anchor/@href,0,0,0,95.79%,0,0,0,0,0,0
/identificationInfo/citation/identifier/code/Anchor/@title,0,0,0,95.79%,0,0,0,0,0,0
/identificationInfo/citation/presentationForm,0,0,0,0,0,100.00%,0,0,0,0
/identificationInfo/citation/presentationForm/@codeList,0,0,0,0,0,100.00%,0,0,0,0
/identificationInfo/citation/presentationForm/@codeListValue,0,0,0,0,0,100.00%,0,0,0,0
/identificationInfo/citation/title,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/credit,20.00%,20.00%,0,0,60.00%,0,100.00%,0,0,72.73%
/identificationInfo/descriptiveKeywords/keyword,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/alternateTitle,0,0,0,0,0,0,0,0,100.00%,0
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,100.00%,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/contactInfo,0,0,0,0,0,6.25%,0,0,0,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/contactInfo/address/administrativeArea,0,0,0,0,0,6.25%,0,0,0,0
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/contactInfo/address/city,0,0,0,0,0,6.25%,0,0,0,0
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/contactInfo/address/country,0,0,0,0,0,6.25%,0,0,0,0
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/contactInfo/address/deliveryPoint,0,0,0,0,0,6.25%,0,0,0,0
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/contactInfo/address/electronicMailAddress,0,0,0,0,0,6.25%,0,0,0,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/contactInfo/address/postalCode,0,0,0,0,0,6.25%,0,0,0,0
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/contactInfo/onlineResource,0,0,0,0,0,6.25%,0,0,0,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/contactInfo/onlineResource/linkage/URL,0,0,0,0,0,6.25%,0,0,0,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/individualName,100.00%,100.00%,100.00%,0,100.00%,100.00%,100.00%,0,0,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/individualName/@nilReason,100.00%,100.00%,100.00%,0,100.00%,100.00%,100.00%,0,0,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/organisationName,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,100.00%,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/positionName,100.00%,100.00%,100.00%,0,100.00%,100.00%,100.00%,0,0,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/positionName/@nilReason,100.00%,100.00%,100.00%,0,100.00%,100.00%,100.00%,0,0,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/role,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,100.00%,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/role/@codeList,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,100.00%,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/citedResponsibleParty/role/@codeListValue,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,100.00%,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/date/date/Date,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,100.00%,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/date/date/DateTime,0,0,0,0,0,0,0,100.00%,0,0
/identificationInfo/descriptiveKeywords/thesaurusName/date/dateType,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/date/dateType/@codeList,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/date/dateType/@codeListValue,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/descriptiveKeywords/thesaurusName/edition,0,0,0,100.00%,20.00%,0,0,0,100.00%,0
/identificationInfo/descriptiveKeywords/thesaurusName/otherCitationDetails,0,0,0,100.00%,0,0,0,0,100.00%,0
/identificationInfo/descriptiveKeywords/thesaurusName/title,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/descriptiveKeywords/type,100.00%,100.00%,100.00%,74.92%,100.00%,100.00%,100.00%,100.00%,0,100.00%
/identificationInfo/descriptiveKeywords/type/@codeList,100.00%,100.00%,100.00%,74.92%,100.00%,100.00%,100.00%,100.00%,0,100.00%
/identificationInfo/descriptiveKeywords/type/@codeListValue,100.00%,100.00%,100.00%,74.92%,100.00%,100.00%,100.00%,100.00%,0,100.00%
/identificationInfo/environmentDescription,0,20.00%,0,0,0,0,100.00%,0,0,100.00%
/identificationInfo/extent/@nilReason,20.00%,0,100.00%,0,0,37.50%,100.00%,0,0,100.00%
/identificationInfo/extent/description,80.00%,100.00%,0,0,100.00%,62.50%,0,0,0,0
/identificationInfo/extent/description/@nilReason,0,0,0,0,60.00%,50.00%,0,0,0,0
/identificationInfo/extent/geographicElement,80.00%,100.00%,0,100.00%,100.00%,62.50%,0,0,58.03%,0
/identificationInfo/extent/geographicElement/@nilReason,20.00%,0,0,0,100.00%,25.00%,0,0,0,0
/identificationInfo/extent/geographicElement/eastBoundLongitude/Decimal,60.00%,100.00%,0,100.00%,0,43.75%,0,0,57.88%,0
/identificationInfo/extent/geographicElement/extentTypeCode/Boolean,0,100.00%,0,0,0,0,0,0,0,0
/identificationInfo/extent/geographicElement/geographicIdentifier,0,0,0,0,0,0,0,0,5.01%,0
/identificationInfo/extent/geographicElement/geographicIdentifier/authority/alternateTitle,0,0,0,0,0,0,0,0,5.01%,0
/identificationInfo/extent/geographicElement/geographicIdentifier/authority/citedResponsibleParty,0,0,0,0,0,0,0,0,5.01%,0
/identificationInfo/extent/geographicElement/geographicIdentifier/authority/citedResponsibleParty/organisationName,0,0,0,0,0,0,0,0,5.01%,0
/identificationInfo/extent/geographicElement/geographicIdentifier/authority/citedResponsibleParty/role,0,0,0,0,0,0,0,0,5.01%,0
/identificationInfo/extent/geographicElement/geographicIdentifier/authority/citedResponsibleParty/role/@codeList,0,0,0,0,0,0,0,0,5.01%,0
/identificationInfo/extent/geographicElement/geographicIdentifier/authority/citedResponsibleParty/role/@codeListValue,0,0,0,0,0,0,0,0,5.01%,0
/identificationInfo/extent/geographicElement/geographicIdentifier/authority/date/date/Date,0,0,0,0,0,0,0,0,5.01%,0
/identificationInfo/extent/geographicElement/geographicIdentifier/authority/date/dateType,0,0,0,0,0,0,0,0,5.01%,0
/identificationInfo/extent/geographicElement/geographicIdentifier/authority/date/dateType/@codeList,0,0,0,0,0,0,0,0,5.01%,0
/identificationInfo/extent/geographicElement/geographicIdentifier/authority/date/dateType/@codeListValue,0,0,0,0,0,0,0,0,5.01%,0
/identificationInfo/extent/geographicElement/geographicIdentifier/authority/edition,0,0,0,0,0,0,0,0,5.01%,0
/identificationInfo/extent/geographicElement/geographicIdentifier/authority/otherCitationDetails,0,0,0,0,0,0,0,0,5.01%,0
/identificationInfo/extent/geographicElement/geographicIdentifier/authority/title,0,0,0,0,0,0,0,0,5.01%,0
/identificationInfo/extent/geographicElement/geographicIdentifier/code,0,0,0,0,0,0,0,0,5.01%,0
/identificationInfo/extent/geographicElement/northBoundLatitude/Decimal,60.00%,100.00%,0,100.00%,0,43.75%,0,0,57.88%,0
/identificationInfo/extent/geographicElement/polygon/Point/@id,0,0,0,0,0,0,0,0,0.15%,0
/identificationInfo/extent/geographicElement/polygon/Point/pos,0,0,0,0,0,0,0,0,0.15%,0
/identificationInfo/extent/geographicElement/southBoundLatitude/Decimal,60.00%,100.00%,0,100.00%,0,43.75%,0,0,57.88%,0
/identificationInfo/extent/geographicElement/westBoundLongitude/Decimal,60.00%,100.00%,0,100.00%,0,43.75%,0,0,57.88%,0
/identificationInfo/extent/temporalElement,80.00%,100.00%,0,100.00%,100.00%,31.25%,0,0,100.00%,0
/identificationInfo/extent/temporalElement/@nilReason,0,0,0,0,0,37.50%,0,0,0,0
/identificationInfo/extent/temporalElement/extent/TimePeriod/@id,80.00%,100.00%,0,100.00%,100.00%,31.25%,0,0,100.00%,0
/identificationInfo/extent/temporalElement/extent/TimePeriod/beginPosition,80.00%,100.00%,0,100.00%,100.00%,31.25%,0,0,100.00%,0
/identificationInfo/extent/temporalElement/extent/TimePeriod/description,0,20.00%,0,0,0,0,0,0,0,0
/identificationInfo/extent/temporalElement/extent/TimePeriod/duration,0,20.00%,0,0,0,0,0,0,0,0
/identificationInfo/extent/temporalElement/extent/TimePeriod/endPosition,20.00%,100.00%,0,100.00%,80.00%,31.25%,0,0,100.00%,0
/identificationInfo/extent/temporalElement/extent/TimePeriod/endPosition/@indeterminatePosition,60.00%,0,0,0,80.00%,0,0,0,0,0
/identificationInfo/extent/verticalElement/@nilReason,80.00%,100.00%,0,0,100.00%,62.50%,0,0,0,0
/identificationInfo/graphicOverview/fileDescription,0,0,0,0,0,0,0,0,10.75%,0
/identificationInfo/graphicOverview/fileName,0,0,0,0,0,0,0,0,10.75%,0
/identificationInfo/graphicOverview/fileType,0,0,0,0,0,0,0,0,10.75%,0
/identificationInfo/language,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/language/LanguageCode,100.00%,100.00%,100.00%,0,100.00%,93.75%,100.00%,100.00%,0,100.00%
/identificationInfo/language/LanguageCode/@codeList,100.00%,100.00%,100.00%,0,100.00%,93.75%,100.00%,100.00%,0,100.00%
/identificationInfo/language/LanguageCode/@codeListValue,100.00%,100.00%,100.00%,0,100.00%,93.75%,100.00%,100.00%,0,100.00%
/identificationInfo/pointOfContact,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/pointOfContact/contactInfo,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/pointOfContact/contactInfo/address/administrativeArea,0,0,0,100.00%,0,56.25%,0,100.00%,100.00%,0
/identificationInfo/pointOfContact/contactInfo/address/city,0,0,0,100.00%,0,87.50%,0,100.00%,100.00%,0
/identificationInfo/pointOfContact/contactInfo/address/country,0,0,0,61.98%,0,56.25%,0,0,100.00%,0
/identificationInfo/pointOfContact/contactInfo/address/deliveryPoint,0,0,0,100.00%,0,0,0,100.00%,100.00%,0
/identificationInfo/pointOfContact/contactInfo/address/electronicMailAddress,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
/identificationInfo/pointOfContact/contactInfo/address/postalCode,0,0,0,100.00%,0,0,0,100.00%,100.00%,0
/identificationInfo/pointOfContact/contactInfo/onlineResource,20.00%,0,0,100.00%,0,0,0,100.00%,0,0
/identificationInfo/pointOfContact/contactInfo/onlineResource/linkage/URL,20.00%,0,0,100.00%,0,0,0,100.00%,0,0
/identificationInfo/pointOfContact/contactInfo/onlineResource/name,0,0,0,100.00%,0,0,0,100.00%,0,0
/identificationInfo/pointOfContact/contactInfo/phone/facsimile,0,0,0,0,0,0,0,0,100.00%,0
/identificationInfo/pointOfContact/contactInfo/phone/voice,40.00%,0,0,55.43%,60.00%,0,0,0,100.00%,45.45%
/identificationInfo/pointOfContact/individualName,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,100.00%,100.00%
/identificationInfo/pointOfContact/individualName/@nilReason,0,0,0,0,60.00%,100.00%,100.00%,0,0,0
/identificationInfo/pointOfContact/organisationName,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
